name,address,city,phone,email,website,description,source_url,country,crawl_timestamp
Tandamanzi Drilling (Pvt) Ltd,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=105,Zimbabwe,2025-12-03T16:46:39.481449
Agatec Drills (Pvt) Ltd.,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=6563,Zimbabwe,2025-12-03T16:46:39.494568
Vortex Drilling,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=5884,Zimbabwe,2025-12-03T16:46:39.505390
Solar Maintenance & Cleaning,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=18238,Zimbabwe,2025-12-03T16:46:39.534264
Bluetek Generators and Water Pump,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=6441,Zimbabwe,2025-12-03T16:46:39.543429
Madison Solar Engineering,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=11893,Zimbabwe,2025-12-03T16:46:39.551439
Valence Energy Solutions,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15588,Zimbabwe,2025-12-03T16:46:39.560263
Posrunna Solar,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15654,Zimbabwe,2025-12-03T16:46:39.573124
Aurora Energy,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15425,Zimbabwe,2025-12-03T16:46:39.581106
Spartan Drilling Services,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15345,Zimbabwe,2025-12-03T16:46:39.593530
Tandamanzi Drilling (Pvt) Ltd,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=105,Zimbabwe,2025-12-03T16:46:39.602259
Agatec Drills (Pvt) Ltd.,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=6563,Zimbabwe,2025-12-03T16:46:39.617017
Vortex Drilling,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=5884,Zimbabwe,2025-12-03T16:46:39.628376
Solar Maintenance & Cleaning,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=18238,Zimbabwe,2025-12-03T16:46:39.646277
Bluetek Generators and Water Pump,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=6441,Zimbabwe,2025-12-03T16:46:39.653819
Madison Solar Engineering,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=11893,Zimbabwe,2025-12-03T16:46:39.660264
Valence Energy Solutions,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15588,Zimbabwe,2025-12-03T16:46:39.665270
Posrunna Solar,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15654,Zimbabwe,2025-12-03T16:46:39.669104
Aurora Energy,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15425,Zimbabwe,2025-12-03T16:46:39.672658
Spartan Drilling Services,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=15345,Zimbabwe,2025-12-03T16:46:39.699536
Tandamanzi Drilling (Pvt) Ltd,,,,,,,https://thedirectory.co.zw/company.cfm?companyid=105,Zimbabwe,2025-12-03T16:46:39.710651
